301.17523,341.43292,0
301.17523,341.43292,64.93507
303.8304,342.91605,0
303.8304,342.91605,113.333336
305.4656,320.04333,0
305.4656,320.04333,78.65169
301.68912,332.28796,0
301.68912,332.28796,157.89473
301.58792,332.5548,0
301.58792,332.5548,293.617
308.32324,333.76593,0
308.32324,333.76593,23.4375
297.1963,329.4603,0
297.1963,329.4603,152.54237
311.89728,334.84363,0
311.89728,334.84363,8.0
306.28317,307.80383,0
306.28317,307.80383,43.47826
294.65012,271.3471,0
294.65012,271.3471,88.88889
298.31757,336.5936,0
298.31757,336.5936,100.0
294.33865,271.21368,0
294.33865,271.21368,73.17073
294.1362,337.3993,0
294.1362,337.3993,21.276594
294.1362,271.0751,0
294.1362,271.0751,46.511627
294.7513,271.21368,0
294.7513,271.21368,202.53165
298.1151,336.46017,0
298.1151,336.46017,203.38982
298.21634,336.05475,0
298.21634,336.05475,79.36508
284.9481,300.8091,0
284.9481,300.8091,100.91743
274.23383,352.1996,0
274.23383,352.1996,65.57377
300.46664,311.57065,0
300.46664,311.57065,55.555557
299.44662,268.11917,0
299.44662,268.11917,47.058823
304.9517,315.60428,0
304.9517,315.60428,37.037037
299.2364,276.86386,0
299.2364,276.86386,20.0
301.99283,303.23135,0
301.99283,303.23135,0.0
285.15833,302.42053,0
285.15833,302.42053,7.29927
302.5067,306.8596,0
302.5067,306.8596,45.454548
284.9481,302.2871,0
284.9481,302.2871,0.0
335.16342,265.02466,0
335.16342,265.02466,0.0
275.9702,353.1387,0
275.9702,353.1387,0.0
284.74564,300.6757,0
284.74564,300.6757,168.42107
305.36438,315.87628,0
305.36438,315.87628,19.553072
274.74774,347.3551,0
274.74774,347.3551,79.4702
291.9949,310.2261,0
291.9949,310.2261,233.0097
295.67014,303.0928,0
295.67014,303.0928,0.0
285.25955,301.48138,0
285.25955,301.48138,280.82193
328.63052,271.48053,0
328.63052,271.48053,88.88889
328.32687,271.3471,0
328.32687,271.3471,92.30769
300.36542,311.8375,0
300.36542,311.8375,297.2973
273.61868,335.38248,0
273.61868,335.38248,2.5510204
274.9502,346.94968,0
274.9502,346.94968,83.333336
307.202,296.9089,0
307.202,296.9089,203.38982
328.5293,271.0751,0
328.5293,271.0751,35.29412
286.06937,344.12717,0
286.06937,344.12717,142.34875
304.54678,281.83664,0
304.54678,281.83664,139.78494
303.4255,283.992,0
303.4255,283.992,76.92308
294.5411,271.0751,0
294.5411,271.0751,146.55173
298.5278,336.18817,0
298.5278,336.18817,179.77528
299.13516,267.98062,0
299.13516,267.98062,217.77777
298.31757,335.78275,0
298.31757,335.78275,0.0
287.29962,303.23135,0
287.29962,303.23135,277.10843
266.57968,371.83917,0
266.57968,371.83917,155.55556
281.4831,320.1819,0
281.4831,320.1819,67.741936
328.73175,271.0751,0
328.73175,271.0751,0.0
297.1963,295.55923,0
297.1963,295.55923,242.71844
303.52676,315.47086,0
303.52676,315.47086,216.90141
274.23383,351.92758,0
274.23383,351.92758,190.4762
295.25745,319.37106,0
295.25745,319.37106,225.80644
291.1773,298.1149,0
291.1773,298.1149,28.645834
284.9481,301.34796,0
284.9481,301.34796,15.873016
282.5031,326.50433,0
282.5031,326.50433,241.83006
306.89053,296.77036,0
306.89053,296.77036,172.10146
296.7914,273.90277,0
296.7914,273.90277,219.45137
322.30786,279.95325,0
322.30786,279.95325,62.043797
342.71637,247.40186,0
342.71637,247.40186,97.34514
302.70917,259.10248,0
302.70917,259.10248,186.81319
302.30426,258.96906,0
302.30426,258.96906,195.4023
301.99283,258.83563,0
301.99283,258.83563,136.8421
314.03857,244.16878,0
314.03857,244.16878,106.870224
334.1434,221.30121,0
334.1434,221.30121,131.14754
314.13977,244.16878,0
314.13977,244.16878,305.30975
299.3376,261.79672,0
299.3376,261.79672,7.0422535
302.30426,259.91333,0
302.30426,259.91333,4.99168
301.68912,258.56363,0
301.68912,258.56363,107.84314
301.99283,258.4302,0
301.99283,258.4302,91.54929
321.49026,228.70135,0
321.49026,228.70135,126.05043
302.4055,258.7022,0
302.4055,258.7022,26.785715
334.44708,221.56805,0
334.44708,221.56805,62.5
355.16702,226.27911,0
355.16702,226.27911,264.15094
355.57968,233.00699,0
355.57968,233.00699,7.731959
344.6552,238.11832,0
344.6552,238.11832,95.2381
339.75748,233.54584,0
339.75748,233.54584,48.387096
341.39267,234.48495,0
341.39267,234.48495,0.0
346.69528,244.97963,0
346.69528,244.97963,234.69388
341.79755,235.69608,0
341.79755,235.69608,103.8961
348.73535,214.43991,0
348.73535,214.43991,168.53934
341.1824,201.66159,0
341.1824,201.66159,64.51613
332.60944,203.94527,0
332.60944,203.94527,18.867926
332.9209,204.08382,0
332.9209,204.08382,100.0
349.85663,215.1122,0
349.85663,215.1122,44.444447
352.20813,192.51147,0
352.20813,192.51147,44.11765
344.45273,204.4841,0
344.45273,204.4841,31.578947
341.49387,201.38959,0
341.49387,201.38959,217.05426
339.65625,196.14484,0
339.65625,196.14484,9.009009
362.8212,150.67142,0
362.8212,150.67142,112.42603
362.4163,150.40456,0
362.4163,150.40456,127.51678
362.6187,149.99915,0
362.6187,149.99915,126.43678
363.12485,150.27113,0
363.12485,150.27113,137.14285
338.42596,200.17847,0
338.42596,200.17847,45.87156
350.3705,173.41069,0
350.3705,173.41069,67.415726
368.33405,207.03978,0
368.33405,207.03978,30.303032
377.52216,201.79501,0
377.52216,201.79501,306.12247
384.45996,199.23933,0
384.45996,199.23933,108.69565
369.15164,199.91162,0
369.15164,199.91162,56.338028
358.63983,203.81183,0
358.63983,203.81183,78.947365
377.92706,200.17847,0
377.92706,200.17847,164.70589
377.80246,200.57877,0
377.80246,200.57877,63.636364
361.08478,200.5839,0
361.08478,200.5839,11.494253
379.76465,210.00085,0
379.76465,210.00085,146.78899
365.27393,195.60599,0
365.27393,195.60599,183.48624
365.37515,195.20058,0
365.37515,195.20058,207.31706
365.47638,194.80028,0
365.47638,194.80028,60.975613
363.23386,206.23407,0
363.23386,206.23407,33.707863
369.25287,200.17847,0
369.25287,200.17847,109.84849
382.00717,210.67313,0
382.00717,210.67313,255.10204
358.74106,203.54497,0
358.74106,203.54497,162.33766
434.46503,205.15637,0
434.46503,205.15637,92.30769
451.611,170.44962,0
451.611,170.44962,190.4762
434.56625,195.20058,0
434.56625,195.20058,146.34146
434.36383,195.47256,0
434.36383,195.47256,240.74075
434.97897,195.33913,0
434.97897,195.33913,113.04348
391.81042,201.25616,0
391.81042,201.25616,173.07693
435.1814,196.68369,0
435.1814,196.68369,271.02805
451.92245,170.44962,0
451.92245,170.44962,224.03258
435.0802,195.87283,0
435.0802,195.87283,164.70589
408.95636,196.68369,0
408.95636,196.68369,135.80246
391.499,200.98932,0
391.499,200.98932,181.81819
434.56625,196.81711,0
434.56625,196.81711,309.52383
409.3613,196.68369,0
409.3613,196.68369,267.04547
386.9049,195.60599,0
386.9049,195.60599,251.38123
377.92706,171.12187,0
377.92706,171.12187,263.73627
392.4178,164.12717,0
392.4178,164.12717,51.28205
